sentence1,sentence2,label,index,gold_label
"advantages . For this reason general use of asynchronous design , instead of being a silver bullet turns out to be a blank . Francky Catthoor For real-time signal processing applications ,","is a great way to reduce the complexity of a system. The problem is not the implementation, but the implementation is not a good solution.",0.5,6198,neutral
"In particular, note that operator *= does element-by-element multiplication, not inner product style matrix multiplication.","In contrast, operator <=> does element-by-element subtraction, not inner product style matrix subtraction.",0.1,2339,contradiction
viewed with Internet Explorer Back to SA main site Contact us : By email By snail mail : Strange Attractor PO Box 51339 London N 1 3 XY UK Family SA Arthur,viewed with IE Back to SA main site Contact us: By phone : Strange Attractor PO Box 51339 London N 1 3 XY UK Family SA Arthur,0.1,5821,contradiction
"Saturdays and Sundays , pretty dead on other days ; it is also the only flea market in Paris worth trawling for this kind of merchandise . You will also find other","The French flea market, a place where you can find anything you can imagine and nothing you can imagine that you haven't seen on television. It is a great place for the whole family.",0.5,9039,neutral
behind a hotel . The Station Hotel if I remember correctly . Great trip down memory lane with the virtual tour . Posted by Dave at 0 5 / 0 8 /,I have a lot on my plate. I have the best job in the world and the biggest family. But it's hard to find time for my hobbies.,0.1,7583,contradiction
"In our society, profit is often a dirty word.","I don't know if we have a word for profit. It's like profit, but not really.",0.5,4527,neutral
You may occasionally enjoy a good spirited debate or a 'brain-teaser'.,I have never liked reading about politics or politics. I think it's a waste of time.,0.1,509,contradiction
Things that happened almost a year ago is ancient history.,"It's been nearly a year since the last time I met her, but it's been almost a year since she was here.",0.9,1,entailment
One month later still another  bad hat came along to further harass him,One month later he was back on the job,0.5,133,neutral
The close call with death left her deeply religious with a great devotion the Virgin Mary.,He is the only one I will ever love.,0.1,751,contradiction
A woman suspects her husband has rekindled an affair with an old flame.,I've never had any interest in old flames.,0.1,3382,contradiction
"one less hour for debate , so those on the Tory Front Bench are shedding crocodile tears . Listening to the debates on some of the amendments this afternoon , I felt","a bit like a child who has been given a new toy to play with, but has been told to sit still and not play",0.5,9625,neutral
"future , with greater possibilities for tax savings , enabling contractors to build a better nest egg towards a prosperous retirement . If you would like to discuss your pension options further","future, with greater possibilities for tax savings, enabling contractors to build a better nest egg towards a prosperous retirement. If you would like to discuss your pension options further",0.9,7466,entailment
"eight , even the divers did n't get to see these floors . On the ground floor we were shown into one of the escape chambers , inside there was a red","seven, the other escape chamber was located in a building next to it, the building was surrounded by tall walls that blocked our view",0.1,8428,contradiction
"advantages . For this reason general use of asynchronous design , instead of being a silver bullet turns out to be a blank . Francky Catthoor For real-time signal processing applications ,",the asynchronous approach is a good fit to the problem. The problem of asynchronous signal processing is to make asynchronous signal processing as fast as the synchronous approach. Francky Catthoor ,0.9,6196,entailment
