sentence1,sentence2,label,index,gold_label
joined the research department at Kraft Foods where I worked on both continuous and branded research projects . A key part of my role was supporting the brand team with actionable consumer,I was a brand consultant and worked with Kraft Foods on a number of projects.,0.9,5983,entailment
"his wife will want to go ? The irony is that Crawford is not a night owl . Furthermore , she is not fond of Las Vegas . Cindy s",the only way to get the money out of his wife s is to take her out of the country. ,0.9,6649,entailment
". 5 . Teaching delivered by leading academics LSE s academics are at the cutting edge of the social sciences , influencing opinion and helping shape society . They are frequently"," The most important academic journals, including the British Journal of Social Work, are full of articles that are ",0.5,8645,neutral
would be better off with no insurance and using the money saved to build a nest egg to see them through lean times or pay off their debt . For many customers,would be better off with no insurance and paying off their debt.,0.9,6681,entailment
"primarily with family and relatives or at church . Activities such as penny readings , spelling bees and magic lantern shows were common forms of entertainment . Occasionally travelling theatre groups would","The children were usually given to a family member who was able to provide them with a good education, a good environment and the love of their parents.",0.5,4988,neutral
"plus 12 hours . Thanking you in anticipation . Could you also enclose your "" snail mail "" address so I can send you a 1999 New Zealand calendar in appreciation .",I have a new phone number that I have been given that is a ,0.1,5239,contradiction
But ford has devised a test to prove them wrong -- and I agreed to play guinea pig.,"The guinea pigs were not happy, but ford was convinced.",0.5,1838,neutral
s red logo . Trousers and shorts should be navy and worn with the school polo shirt and sweatshirt . Girls may wear navy skirts or pinafores in the winter and blue,"s pink logo, tights and shorts should be white, and the polo shirt and sweatshirt should be navy.",0.5,6339,neutral
have wheel chair access to the hall where the mural can be viewed from the ground floor but we do not have lift access to the first floor which limits a full,viewing experience,0.1,7658,contradiction
"you are have a passion for computers and an enquiring mind is most certainly not rocket science , in other words , if you are content to click a mouse , and","then your computer needs a software upgrade, which you should do as soon as possible",0.5,5880,neutral
- both home to renowned repertory companies as well as a couple of nearby quality radio stations ! He proudly boasts he can find the right voice for any material . Recordings,I was in awe as I listened to the recordings and was amazed at what he could do on his voice. His talent for singing is evident as well.,0.1,6217,contradiction
would be better off with no insurance and using the money saved to build a nest egg to see them through lean times or pay off their debt . For many customers,"would be better off with insurance, but only with a low deductible. The deductible would be high and the price of insurance would be high, but with a low premium and a high profit margin.",0.5,6691,neutral
